OBJECTID;ID;NOM_PARC;ADRESS_SSC;ADRESS_GEO;ACCES_VL;Arrdt;DELEG;SITE_DELEG;TEL;H_PARC_CM;H2_PARC_CM;TYPE_PARC;HORAIRE_NA;ASC_SURF;ACCES_MOTO;ACCES_VELO;V_ELEC_CH;AUTOPART;DATE_TA;AB_1M_E;AB_1A_E;TARIF_PR;PR_1A_MINE;PR_1A_MAXE;TARIF_RES;TF_RES_1AE;DATE_TH;TF_15MN_E;TF_30MN_E;TF_1H_E;TF_1H30_E;TF_2H_E;TF_3H_E;TF_4H_E;TF_7H_E;TF_8H_E;TF_9H_E;TF_10H_E;TF_11H_E;TF_12H_E;TF_24H_E;NB_PL_PMR;ABPMR_1M_E;ABPMR_1T_E;ABPMR_1A_E;MIS_A_JOUR;ABVE_1M_E;ABVE_1T_E;ABVE_1A_E;NB_PL_MOTO;TMOTO_1EHE;ABMOTO_1ME;ABMOTO_1TE;ABMOTO_1AE;TVELO_1M_E;POINT_X;POINT_Y;ZONES_RES;TF_15MN_MO;TF_30MN_MO;TF_24H_MOT;TF_PR_MOTO;PR_1A_MINM;PR_1A_MAXM;TF_RES_MO;TF_RES_1AM;AB_1A_PATT;PARC_AMOD;geo_shape;geo_point_2d
3;150;BORDS DE SEINE FREYSSINET (RIVE GAUCHE);21 RUE ABEL GANCE;21 RUE ABEL GANCE;E1;13;INDIGO;WWW.PARKINDIGO.FR;01 53 60 16 80;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42614;235;2350;OUI;1410;1880;NON;ND;42614;0,9;1,8;3,6;5,4;7,2;10,8;14,4;25,2;28,8;32,4;32,4;32,4;32,4;32,4;7;118;329;1175;2018-02-01;118;329;1175;16;1,2;82;230;823;10;653992.551;6859647.598;5F 12E 12F 13J 13K 13L 13M 13N 13P 13R 13S;0,3;0,6;10,8;OUI;493,5;658;NON;ND;2938;NON;"{""type"": ""Point"", ""coordinates"": [2.373221588101417, 48.83523833495664]}";48.835238335, 2.3732215881
1;23;ANVERS;41 BOULEVARD DE ROCHECHOUART;41 BOULEVARD DE ROCHECHOUART;E1;9;SAEMES;WWW.SAEMES.FR;01 42 81 05 11;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42736;224;2240;OUI;1247;1782;NON;ND;42736;0,95;1,85;3,65;5,5;7,3;10,95;14,6;25,55;29,2;32,85;32,85;32,85;32,85;32,85;11;112;319,2;1120;2018-02-01;112;319,2;1120;31;1,3;78,4;223,4;784;10;651920.8886;6864941.362;9E 9F 9G 10G 18F 18G 18H;0,35;0,7;11,7;OUI;436,59;623,7;NON;ND;2800;NON;"{""type"": ""Point"", ""coordinates"": [2.344400979214491, 48.88269330904313]}";48.882693309, 2.34440097921
20;166;FOCH;4, 37 ET 47 AVENUE FOCH;47 AVENUE FOCH;E3;16;SPIE AUTOCITE;WWW.AUTOCITE.FR;01 45 00 44 78;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42370;295;2950;NON;ND;ND;OUI;2065;43101;2,2;3,3;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;44;44;44;44;8;147,5;413;1475;2018-02-01;147,5;413;1475;18;1,5;103,25;289,1;1032,5;10;647413.6823;6863787.569;TOUT PARIS;0,75;1,15;15,4;NON;ND;ND;OUI;722,75;3687,5;NON;"{""type"": ""Point"", ""coordinates"": [2.283087511144891, 48.871965318110014]}";48.8719653181, 2.28308751114
6;154;CARDINET;168 RUE CARDINET;168 RUE CARDINET;E1;17;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;210;;ABONNES;POUR ABONNES;OUI;OUI;OUI;OUI;NON;43101;214,2;2184,8;OUI;1310,2;1747;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;12;107;305;1092;2018-02-01;107;305;1092;16;ND;85,6;244;873;18,5;649924.9066;6865769.338;17K 17P 17R 17S 17T;ND;ND;ND;NON;ND;ND;NON;ND;2731;NON;"{""type"": ""Point"", ""coordinates"": [2.317087778877405, 48.88998686506249]}";48.8899868651, 2.31708777888
17;68;FIRMIN GEMIER;5 RUE FIRMIN GEMIER;5 RUE FIRMIN GEMIER;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;195;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;7;ND;54;150;586;ND;650879.9809;6866288.428;ND;ND;ND;ND;NON;ND;ND;NON;ND;1465;NON;"{""type"": ""Point"", ""coordinates"": [2.330052162620531, 48.89472840582793]}";48.8947284058, 2.33005216262
38;72;MAIRIE DU 17 EME;20 RUE DES BATIGNOLLES;20 RUE DES BATIGNOLLES;E1;17;SAEMES;WWW.SAEMES.FR;01 53 04 30 10;180;;VISITEURS ET ABONNES;08h / 22h45;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42917;225;2250;NON;ND;ND;NON;ND;42186;1;2;3,9;5,9;7,8;11,7;15,6;27,3;31,2;35,1;35,1;35,1;35,1;35,1;5;ND;ND;ND;2018-02-01;ND;ND;ND;37;1,4;90;243;900;15;650251.6766;6865168.888;ND;0,4;0,7;12,3;NON;ND;ND;OUI;675;2810;NON;"{""type"": ""Point"", ""coordinates"": [2.321614320614963, 48.88461257470296]}";48.8846125747, 2.32161432061
43;140;MARCEAU ETOILE;75 BIS AVENUE MARCEAU;75 BIS AVENUE MARCEAU;E1;16;Q PARK;WWW.Q-PARK.FR;01 40 70 10 10;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;43101;315;3045;NON;ND;ND;OUI;2100;43101;1,3;2,6;5,2;7,8;10,4;15,6;20,8;36,4;41,6;41,6;41,6;41,6;41,6;41,6;10;ND;ND;ND;2018-02-01;125;ND;1500;10;ND;145;410;1150;ND;648415.6377;6863722.081;8E 8F 8G 8H 8J 16E 16F 16G 16H 16I 16J 17E;ND;ND;ND;NON;ND;ND;NON;ND;4561;NON;"{""type"": ""Point"", ""coordinates"": [2.296754452263768, 48.871457432883716]}";48.8714574329, 2.29675445226
40;97;MANDEL 1 (SURFACE);2 AVENUE GEORGES MANDEL;2 AVENUE GEORGES MANDEL;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;43101;135;1350;OUI;810;1080;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;3;67,5;192,5;675;2018-02-01;67,5;192,5;675;0;ND;ND;ND;ND;ND;647604.8023;6862821.675;16F 16G 16H 16I 16J 16K 16L 16M 16N 16P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.285812016954334, 48.86329485145157]}";48.8632948515, 2.28581201695
44;156;MARIGNY CHATEAU;10 COURS MARIGNY;10 COURS MARIGNY;E1;12;INDIGO;WWW.PARKINDIGO.FR;01 43 74 96 43;190;;VISITEURS ET ABONNES;24h / 24;PREVU;OUI;OUI;OUI;NON;43101;105;1050;NON;ND;ND;NON;ND;43101;0,4;0,8;1,65;2,45;3,3;4,95;6,6;11,55;13,2;14,85;14,85;14,85;14,85;14,85;12;52,5;141,5;525;2018-02-01;52,5;141,5;525;57;0,55;35;94,5;350;10;658875.9515;6860729.828;ND;0,1;0,25;4,95;NON;ND;ND;NON;ND;1310;NON;"{""type"": ""Point"", ""coordinates"": [2.439643170562296, 48.84530105257913]}";48.8453010526, 2.43964317056
49;170;MONTPARNASSE;120 ET 141 BOULEVARD MONTPARNASSE;141 BOULEVARD DU MONTPARNASSE;E2;6;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;NON;NON;42583;209;2174;NON;ND;ND;NON;ND;42614;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;0;ND;ND;ND;2018-02-01;ND;ND;1087;33;ND;79;225;822;ND;651032.7565;6860328.379;ND;ND;ND;ND;NON;ND;ND;NON;ND;2714;NON;"{""type"": ""Point"", ""coordinates"": [2.332822588799688, 48.8411425363487]}";48.8411425363, 2.3328225888
94;25;LOBAU;2 TER ET 5 TER RUE DE LOBAU;2 TER RUE DE LOBAU;E1;4;INDIGO;WWW.PARKINDIGO.FR;01 42 77 88 53;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42583;266;2660;OUI;1597,5;2130;NON;ND;42552;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;17;133;373;1330;2018-02-01;133;373;1330;132;1,6;93;261;931;14;;;1E 2E 3E 4E 5G 5J 6E 11G 34F;0,4;0,8;13,6;OUI;558,6;744,8;NON;ND;3413;NON;"{""type"": ""Point"", ""coordinates"": [2.353197422201695, 48.855470409134355]}";48.8554704091, 2.3531974222
21;157;FREMICOURT;15 RUE FRÉMICOURT;15 RUE FREMICOURT;E1;15;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;210;;ABONNES;POUR ABONNES;OUI;OUI;NON;OUI;NON;42614;203;2111;OUI;1266,6;1688,8;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;5;101,5;289,3;1055,5;2018-02-01;101,5;289,3;1055,5;31;ND;71;202,4;738,4;11;648429.666;6861044.583;15E 15F 15G 15K 15L 15M 15P;ND;ND;ND;NON;ND;ND;NON;ND;2746;NON;"{""type"": ""Point"", ""coordinates"": [2.297270532268938, 48.84738027335018]}";48.8473802734, 2.29727053227
22;118;GENERAL BEURET;31 RUE DU GÉNÉRAL BEURET;31 RUE DU GENERAL BEURET;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;185;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;648791.7875;6860241.688;ND;ND;ND;ND;NON;ND;ND;NON;ND;1678;NON;"{""type"": ""Point"", ""coordinates"": [2.302301435486304, 48.840188747594375]}";48.8401887476, 2.30230143549
91;44;SAINT MARTIN;43 TER RUE SAINT MARTIN;43 TER RUE SAINT MARTIN;E1;3;INDIGO;WWW.PARKINDIGO.FR;01 42 74 16 00;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;NON;NON;NON;42583;309;3091;NON;ND;ND;NON;ND;42614;1,1;2,2;4,4;6,6;8,8;13,2;17,6;30,8;35,2;39,6;39,6;39,6;39,6;39,6;4;ND;ND;ND;2018-02-01;ND;ND;ND;34;ND;128;363;1326;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.357016882301218, 48.86858904642135]}";48.8685890464, 2.3570168823
90;106;GRENIER SAINT LAZARE;20 TER RUE DU GRENIER SAINT LAZARE;20 TER RUE DU GRENIER SAINT LAZARE;E1;3;INDIGO;WWW.PARKINDIGO.FR;Sans objet;180;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;42583;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.35343649847067, 48.86300738170493]}";48.8630073817, 2.35343649847
138;125;CHAMPS ELYSEES PIERRE CHARRON;67 TER RUE PIERRE CHARRON;67 TER RUE PIERRE CHARRON;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 40 74 09 60;195;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;NON;42583;288;2927;OUI;1756,2;2341,6;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;8;144;388;1463,5;2018-02-01;144;388;1463,5;0;1,6;100;270;1021;10,2;;;7E 7G 8E 8F 8H 16G 16H 16I 16K;0,4;0,8;13,6;OUI;612,6;816,8;NON;ND;6207;NON;"{""type"": ""Point"", ""coordinates"": [2.304451541315513, 48.870218252672394]}";48.8702182527, 2.30445154132
146;171;HAUSSMANN BERRI;163 TER ET 164 TER BOULEVARD HAUSSMANN;164 TER BOULEVARD HAUSSMANN;E2;8;INDIGO;WWW.PARKINDIGO.FR;01 45 63 94 62;190;;VISITEURS ET ABONNES;24h / 24;NON;OUI;NON;NON;NON;42583;285;2844;NON;ND;ND;OUI;1990,8;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;3;ND;ND;ND;2018-02-01;ND;ND;1422;24;ND;ND;317;ND;ND;;;8E 8F 8G 8H 8J 8K 8L 17E 17H 17J 17K 17L 17P 17R;ND;ND;ND;NON;ND;ND;NON;ND;3243,6;NON;"{""type"": ""Point"", ""coordinates"": [2.309660188776892, 48.87521819882782]}";48.8752181988, 2.30966018878
147;15;HOCHE;14 QUATER ET 29 TER AVENUE HOCHE;14 QUATER AVENUE HOCHE;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 42 25 75 47;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;NON;NON;42583;295;3068;NON;ND;ND;NON;ND;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;10;ND;ND;ND;2018-02-01;ND;ND;1539;13;ND;171;487;1778;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;3224;NON;"{""type"": ""Point"", ""coordinates"": [2.302145474168685, 48.87694342129356]}";48.8769434213, 2.30214547417
105;9;POLYTECHNIQUE;13 BIS RUE JACQUES-HENRI LARTIGUE;13 BIS RUE JACQUES HENRI LARTIGUE;E1;5;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;13;ND;88;257;981;ND;;;ND;ND;ND;ND;NON;ND;ND;NON;ND;2452;NON;"{""type"": ""Point"", ""coordinates"": [2.350911003621034, 48.846970800118015]}";48.8469708001, 2.35091100362
111;160;SAINT GERMAIN (GARAGE);169 TER BOULEVARD SAINT GERMAIN;169 TER BOULEVARD SAINT GERMAIN;E1;6;INDIGO;WWW.PARKINDIGO.FR;01 45 49 18 55;190;;ABONNES;POUR ABONNES;OUI;OUI;NON;NON;NON;42728;325;3250;OUI;1950;2600;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;162,5;455;1625;2018-02-01;162,5;455;1625;0;ND;ND;ND;ND;10;;;1E 4E 5E 5H 5J 6E 6F 6G 7L 7M 7N;ND;ND;ND;NON;ND;ND;NON;ND;4358;NON;"{""type"": ""Point"", ""coordinates"": [2.331094875674931, 48.85411090628743]}";48.8541109063, 2.33109487567
170;51;PORTE D ORLEANS;7 RUE DE LA LÉGION ETRANGÈRE - 10 AVENUE DE LA PORTE D'ORLÉANS;7 RUE DE LA LEGION ETRANGERE;E1;14;SAEMES;WWW.SAEMES.FR;01 40 52 09 20;185;260;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;OUI;42736;140;1400;OUI;840;Comptant;OUI;392;42736;0,8;1,6;3,25;4,85;6,5;9,75;13;22,75;26;29,25;29,25;29,25;29,25;29,25;14;ND;ND;ND;2018-02-01;70;196;700;24;1,15;ND;ND;ND;ND;;;TOUT PARIS;0,3;0,6;10,35;OUI;294;ND;NON;Annuel;1820;NON;"{""type"": ""Point"", ""coordinates"": [2.324618857890207, 48.820870760956694]}";48.820870761, 2.32461885789
153;61;ROND POINT DES CHAMPS ELYSEES;2/M ROND-POINT DES CHAMPS ÉLYSÉES-MARCEL DASSAULT;2 M ROND POINT DES CHAMPS ELYSEES MARCEL DASSAULT;E1;8;INDIGO;WWW.PARKINDIGO.FR;01 42 25 04 83;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;42583;260;2704;NON;ND;ND;OUI;1892,8;42614;1,2;2,4;4,8;7,2;9,6;14,4;19,2;33,6;38,4;39,6;39,6;39,6;39,6;39,6;12;130;370,5;1352;2018-02-01;130;370,5;1352;35;1,6;91;259,4;947;12,4;;;ND;0,4;0,8;13,6;NON;ND;ND;NON;ND;3256,9;NON;"{""type"": ""Point"", ""coordinates"": [2.310777751948275, 48.86961490093039]}";48.8696149009, 2.31077775195
68;87;SAINT JACQUES 1 (SURFACE);83 BOULEVARD SAINT JACQUES;83 BOULEVARD SAINT JACQUES;E1;14;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;43101;105,2;1052;OUI;631;841;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;52,6;150;526;2018-02-01;52,6;150;526;0;ND;ND;ND;ND;ND;651085.6278;6859479.363;5E 6G 13G 13H 14H 14J 14K 14L 14M 14N 14P;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.333640542426452, 48.83351131678849]}";48.8335113168, 2.33364054243
124;185;JOFFRE;2 TER ET 6 TER PLACE JOFFRE, 14 AVENUE FRÉDÉRIC LE PLAY;14 AVENUE FREDERIC LE PLAY;E3;7;INDIGO;WWW.PARKINDIGO.FR;01 45 48 43 30;190;;VISITEURS ET ABONNES;24h / 24;ACCESSIBLE DE PLAIN PIED;OUI;OUI;NON;OUI;42370;191;1986;NON;ND;ND;NON;ND;42736;1,15;2,3;4,6;6,9;9,2;13,8;18,4;32,2;36,8;39,6;39,6;39,6;39,6;39,6;1;95,5;272;993;2018-02-01;95,5;272;993;19;1,6;76;218;799;10;;;ND;0,4;0,8;13,6;NON;ND;ND;NON;ND;3110;NON;"{""type"": ""Point"", ""coordinates"": [2.304433111495555, 48.85399558606722]}";48.8539955861, 2.3044331115
98;116;RIVOLI SEBASTOPOL;5 TER RUE PERNELLE;5 TER RUE PERNELLE;E1;4;SAEMES;WWW.SAEMES.FR;01 42 72 29 93;185;;VISITEURS ET ABONNES;24h / 24;NON;OUI;OUI;OUI;NON;42917;245;2450;NON;ND;ND;OUI;1715;43101;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;3;ND;ND;ND;2018-02-01;122;312;1225;17;1,5;98;250;980;ND;;;1E 2E 3E 4E 34F 5G 5J;0,4;0,75;13,5;NON;ND;ND;OUI;735;3271;NON;"{""type"": ""Point"", ""coordinates"": [2.349582985536994, 48.858508431034]}";48.858508431, 2.34958298554
127;93;ORSAY 2 (SURFACE);71/M QUAI D'ORSAY;71 M QUAI D ORSAY;E1;7;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;43101;135;1350;OUI;810;1080;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;67,5;192,5;675;2018-02-01;67,5;192,5;675;0;ND;ND;ND;ND;ND;;;7E 7F 7G 7J 7L 7M 8E 16H;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.305609993370585, 48.862373019597136]}";48.8623730196, 2.30560999337
7;11;CARNOT;16 AVENUE CARNOT;16 AVENUE CARNOT;E1;17;INDIGO;WWW.PARKINDIGO.FR;01 40 68 91 61;190;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;NON;OUI;NON;42583;248;2579;NON;ND;ND;NON;ND;42736;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;6;124;353;1290;2018-02-01;124;353;1290;10;1,2;86,8;247,5;902,7;10;648169.0566;6864238.146;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;3224;NON;"{""type"": ""Point"", ""coordinates"": [2.293330048736947, 48.87607845824766]}";48.8760784582, 2.29333004874
8;105;CARPEAUX;7 RUE CARPEAUX;7 RUE CARPEAUX;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;190;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;5;ND;71;190;688;ND;650857.805;6865802.806;ND;ND;ND;ND;NON;ND;ND;NON;ND;1719;NON;"{""type"": ""Point"", ""coordinates"": [2.329805934836366, 48.89035971288383]}";48.8903597129, 2.32980593484
13;73;DAMREMONT;73 RUE DAMREMONT;73 RUE DAMREMONT;E1;18;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;220;;ABONNES;POUR ABONNES;NON;OUI;NON;NON;OUI;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;8;ND;ND;216;816;ND;651292.9268;6866078.355;ND;ND;ND;ND;NON;ND;ND;NON;ND;2040;NON;"{""type"": ""Point"", ""coordinates"": [2.335708167550798, 48.89287067974816]}";48.8928706797, 2.33570816755
14;122;DELESSERT;11 RUE BEETHOVEN;11 RUE BEETHOVEN;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;195;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;42917;ND;ND;NON;ND;ND;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;ND;ND;ND;0;ND;ND;ND;ND;ND;647689.2286;6862298.975;ND;ND;ND;ND;NON;ND;ND;NON;ND;3133;NON;"{""type"": ""Point"", ""coordinates"": [2.287027081706126, 48.858601170072724]}";48.8586011701, 2.28702708171
23;69;GOUTTE D OR;10 RUE DE LA GOUTTE D'OR;10 RUE DE LA GOUTTE D OR;E1;18;SAEMES;WWW.SAEMES.FR;01 42 62 78 71;190;;VISITEURS ET ABONNES;24h / 24;OUI, MAIS TRAVAUX D'ACCESSIBILITE AUX HANDICAPES A REALISER;OUI;OUI;OUI;NON;42917;119;1250;NON;ND;ND;OUI;875;43070;0,85;1,7;3,4;5,1;6,8;10,2;13,6;23,8;27,2;30,6;30,6;30,6;30,6;30,6;0;ND;ND;ND;2018-02-01;59,5;165;625;9;ND;47,6;132;500;ND;652631.4909;6865202.288;9F 10G 18F 18G 18H 18J 18L 18N 19G;ND;ND;ND;NON;ND;ND;OUI;375;1750;NON;"{""type"": ""Point"", ""coordinates"": [2.354061097827482, 48.885092393342504]}";48.8850923933, 2.35406109783
25;91;GRENELLE 2 (SURFACE);19 BOULEVARD DE GRENELLE;19 BOULEVARD DE GRENELLE;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;OUI;43101;105,2;1052;OUI;631;841;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;52,6;150;526;2018-02-01;52,6;150;526;0;ND;ND;ND;ND;ND;647913.7308;6861725.905;7E 7F 7H 15E 15F 15L 15M 15P 16P 16T;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.290156996499412, 48.85346582989744]}";48.8534658299, 2.2901569965
27;136;HENRI MARTIN 1 (SURFACE);95 AVENUE HENRI MARTIN;95 AVENUE HENRI MARTIN;E1;16;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;NON;NON;43101;141,5;1415;OUI;849;1132;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;1;70,7;202;707;2018-02-01;70,7;202;707;0;ND;ND;ND;ND;ND;646677.7464;6862910.229;16J 16K 16L 16M 16N 16P 16R 16S;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.273165108941483, 48.864015124613395]}";48.8640151246, 2.27316510894
30;98;LECOURBE (SURFACE);37 BOULEVARD GARIBALDI;37 BOULEVARD GARIBALDI;E1;15;SAEMES;WWW.SAEMES.FR;01 44 82 99 99;200;;ABONNES;POUR ABONNES;ACCESSIBLE DE PLAIN PIED;NON;OUI;OUI;OUI;43101;105,2;1052;OUI;631;841;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;2;52,6;150;526;2018-02-01;52,6;150;526;0;ND;ND;ND;ND;ND;649107.7062;6860961.019;6F 7F 7H 7J 7K 7M 7N 15F 15G 15H 15J 15K 15L 15R;ND;ND;ND;NON;ND;ND;NON;ND;ND;NON;"{""type"": ""Point"", ""coordinates"": [2.306519452041374, 48.84668269490299]}";48.8466826949, 2.30651945204
35;180;MAINE BASCH ALESIA;204 ET 205  AVENUE DU MAINE;205 AVENUE DU MAINE;E2;14;INDIGO;WWW.PARKINDIGO.FR;01 43 20 56 99;185;;VISITEURS ET ABONNES;24h / 24;OUI;OUI;OUI;OUI;OUI;42583;193;2007;NON;ND;ND;NON;ND;42736;1,05;2,1;4,2;6,3;8,4;12,6;16,8;29,4;33,6;37,8;37,8;37,8;37,8;37,8;10;96,5;275;1004;2018-02-01;96,5;275;1004;48;1,2;68;194;707;10;650573.9074;6858962.482;ND;0,3;0,6;10,8;NON;ND;ND;NON;ND;2509;NON;"{""type"": ""Point"", ""coordinates"": [2.3267297596816983, 48.82882391859021]}";48.8288239186, 2.32672975968
36;33;MAIRIE DU 14 EME;8 RUE CHARLES DIVRY;8 RUE CHARLES DIVRY;E1;14;SAEMES;WWW.SAEMES.FR;ND;190;;ABONNES;POUR ABONNES;NON;NON;NON;NON;NON;42813;250;2500;OUI;1500;2000;NON;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;ND;0;ND;ND;ND;2018-02-01;125;356,5;1250;0;ND;ND;ND;ND;ND;650634.6318;6859442.353;14H 14J 14L 14M 14N 14P;ND;ND;ND;NON;ND;ND;NON;ND;3125;NON;"{""type"": ""Point"", ""coordinates"": [2.327501223114382, 48.83314409585461]}";48.8331440959, 2.32750122311
